"Name","Location","Price","Currency","Rating"
"Al Rawhanya Hotel","Mecca",195,"SAR","7.6"
"Al Abraj Hotel","",196,"SAR","5.7"
"Al Bahar Furnished Unites","Yanbu",196,"SAR","5"
"AL Faridah Furnished Units","Khamis Mushayt",196,"SAR","5.0"
"Lamssat El saada","Dammam",196,"SAR","5.6"
"Grand Plaza Jeddah","Al Salamah, Jeddah",197,"SAR","8.3"
"Oasis Rise Hotel Apartments","Jeddah",198,"SAR","6.7"
"Fonoun Rahiti Unites","Jeddah",198,"SAR","5.7"
"Iwan Alandalusia Al Ajaweed","Jeddah",198,"SAR","8.2"
"Oroub El Forssan","Buraydah",198,"SAR","5"
"Yanbu Inn Residential Suites","Yanbu",198,"SAR","5"
"Al Abha","Hera Street, Jeddah",198,"SAR","7.8"
"Golden Prince Al Sulaimania Hotel","Al Sulimania, Riyadh",198,"SAR","7.6"
"Towlan Hotel Suites","Al Olayya, Al Khobar",198,"SAR","5"
"RAIHANA ALSHAAB","Dammam",198,"SAR","5"
"Rayanat Abha Aparthotel","Abha",198,"SAR","5"
"Hona Al Holm Furnished Units","Dammam",198,"SAR","6.3"
"Al Khozama Hotel Suites","Al Khobar",198,"SAR","6.9"
"Al Sharkia Star Hotel Apartments","Dammam",198,"SAR","7.6"
"Riyadh Park Hotel Suites","Riyadh",200,"SAR","5"
"First Home Suites","Jeddah",200,"SAR","5"
"Durat Al Matar Apartment","Jeddah",200,"SAR","5.8"
"Monarch Jeddah Hotel Apartments","Hera Street, Jeddah",200,"SAR","5.9"
"Nozul Al Leqa Apartments","Al Kharj",200,"SAR","5.6"
"Golden Prince Hotel Al Salam","Buraydah",200,"SAR","7.9"
"Via Apart Hotel","Al Aqrabeyah, Al Khobar",200,"SAR","7.2"
"Rsalyn Hotel Suites","Hail",200,"SAR","8.3"
"Lilas Taif","Taif",200,"SAR","7.8"
"Qasr Dalin Furnished Apartments","Khamis Mushayt",200,"SAR","7.5"
"Nozl el Masara Furnished apartments","Al Kharj",200,"SAR","7.2"
"Nojoom Home","Yanbu",200,"SAR","7.2"
"Merfal Hotel Apartments Al Falah","Riyadh",200,"SAR","5"
"Safa Albawadi","Jeddah",200,"SAR","7.4"
"Al Taif Suites","Taif",200,"SAR","7.2"
"Layal Wardiyah Furnished Units","Taif",200,"SAR","7.2"
"Al Hammad Hotel Apartments","Qurish Street, Jeddah",200,"SAR","5"
"Rawat Al Msaif Hotel Suites","Taif",200,"SAR","5"
"Fakher Yanbu Hotel","Yanbu",200,"SAR","5"
"Shomookh Hotel","Medina",200,"SAR","5.9"
"Genac Hotel Yanbu","Yanbu",200,"SAR","8.8"
"Inwan Residential Units","Dammam",200,"SAR","6.6"
"Doolv Hotel","Riyadh",200,"SAR","7.7"
"Holiday Plus Alnuzha","Jeddah",203,"SAR","5.3"
"Lina Park","Al Olayya, Al Khobar",210,"SAR","7.9"
"Dary Furnished Apartments","Sharurah",210,"SAR","7.9"
"Loaloat Al Khobar","Al Khobar",210,"SAR","6.8"
"Malath Furnished Units","Al Kharj",210,"SAR","7.2"
"Bronze Palace","Al Aqrabeyah, Al Khobar",210,"SAR","6.3"
"Ghosn Al Banafsej Hotel Apartments","Dammam",212,"SAR","5.3"
"Praha Hotel","Jeddah",213,"SAR","7.4"
"Qasr Al Azizia","Al Aziziyah, Riyadh",214,"SAR","7.5"
"Bule Palace Tower","Al Jubayl",216,"SAR","7.9"
"Zahrat Rozah Apartment","Riyadh",218,"SAR","5"
"Kanaf Abaha Aparthotel","Abha",218,"SAR","5"
"tuline blue","Al Jubail",218,"SAR","5"
"Ewan Residential Units","Buraydah",218,"SAR","5"
"Qemmat Al Rafaa","Al Rawabi, Riyadh",218,"SAR","5"
"Zievle Executive Apartments","Buraydah",218,"SAR","6.2"
"Al Farhan Hotel Hafer Albaten","",220,"SAR","8.4"
"Safwt Aldyar Furnished Units","Abha",220,"SAR","8.3"
"Hayat Jazan Furnished Units","Jazan",220,"SAR","6.8"
"Adwaa Rafa","Al Kharj",220,"SAR","8.2"
"Manazel Qurish Furnished Apartments","Qurish Street, Jeddah",220,"SAR","5.3"
"Qasr alshawamekh","Riyadh",220,"SAR","7.8"
"Rofan Hotel Suites","Riyadh",222,"SAR","5"
"Avene For Furnished Residential Units","",225,"SAR","7.3"
"Yamama Palace Shemaisi Branch","Riyadh",225,"SAR","5"
"Holiday Plus","Riyadh",226,"SAR","5"
"Abahi Apartment","Jeddah",228,"SAR","6.3"
"Al Safa Hotel Suites","Jazan",230,"SAR","7.7"
"Al Fairouz Resort","Al Hada",230,"SAR","6.7"
"Asaheeb Al Ahsa","Ar Ruqayyiqah",230,"SAR","8.0"
"Anwar Al Habeeb Hotel","Medina",230,"SAR","7.9"
"Salam Al Dar Makkah Hotel","Mecca",230,"SAR","5"
"Noura Furnished Units","Yanbu",230,"SAR","5"
"Tera Sedky Hotel","Al Aziziyah, Mecca",232,"SAR","7.2"
"Towlan Al Rawdah","Al Rawdah, Riyadh",234,"SAR","5.8"
"m","",235,"SAR","8.3"
"Park Tulip","",238,"SAR","7.3"
"Burj Al Faris Hotel Apartments","Jeddah",240,"SAR","7.3"
"Araek Resort","Taif",240,"SAR","6.2"
"LA Fontaine Al Jawharah","Jeddah",240,"SAR","6.6"
"Najmat Manami AlQuds","Riyadh",240,"SAR","6.4"
"Roshan Hotel Suites Hera","Hera Street, Jeddah",240,"SAR","8.5"
"New Home Furnished Units","Yanbu",240,"SAR","7.6"
"Hayat Al Rose Hotel Appartment","Al Salamah, Jeddah",240,"SAR","6.5"
"AL Bian Suites Hotel","Rabigh",240,"SAR","6.4"
"Alhan Aparthotel","Taif",240,"SAR","7.8"
"Samaya Royal Afif","",240,"SAR","5"
"Lamasat Almakrunih Hotel Palace","Jeddah",240,"SAR","5"
"Lavina Hotel Apartments","Sakakah",240,"SAR","5"
"layale Alnile","Dammam",240,"SAR","5"
"Evan Suites","Riyadh",240,"SAR","5"
"Yamama Palace Aktham Branch","Riyadh",240,"SAR","5"
"Rahaf Al Mashaer Hotel","Al Aziziyah, Mecca",240,"SAR","8.3"
"Telal Ishbeliah","Hafr Al-Batin",240,"SAR","8.3"
"Omar Suites","Medina",240,"SAR","5"
"Al Liylak Furnished Units","Dammam",240,"SAR","5.9"
"Bariq Al Jawhara","Buraydah",240,"SAR","5"
"Dyar Farouk Hotel Apartments","Medina",240,"SAR","8.9"
"Al Yamama Palace Hejab Branch","Riyadh",240,"SAR","6.9"
"Happy Home Away From Home","Riyadh",240,"SAR","6.3"
"Tonova Apartment","Buraydah",240,"SAR","6.4"
"Rabigh Tower Hotel","Rabigh",240,"SAR","7.9"
"Al Meshan Hotel","Al Wudayy",240,"SAR","5.9"
"Tulip Jazan","Jazan",240,"SAR","8.3"
"Wajan Hotel","Medina",240,"SAR","6.9"
"Refan Suites","Dammam",240,"SAR","8.0"
"Merfal Hotel Apartments Al Taawan","Riyadh",240,"SAR","5.5"
"Royal El Naser Hotel","Al Khobar",240,"SAR","8.1"
"Bahget Eljouf Furnished Apartment","",240,"SAR","6.4"
"Sama Furnished Apartments","Ar Rass",240,"SAR","7.7"
"Odst Jeddah Hotel","Jeddah",245,"SAR","7.0"
"Rahhal Hotel Suites","Yanbu",250,"SAR","5"
"Aseel Hotel Apartment","Salhabah",250,"SAR","5"
"Olayan Mahbas Hotel","Al Aziziyah, Mecca",250,"SAR","5"
"Burj Alhayah Hotel Suites Alfalah","Riyadh",250,"SAR","8.3"
"Al Musafer Hotel Riyadh","Al Sulimania, Riyadh",250,"SAR","5"
"Al Yamama Palace Hilal Branch","Riyadh",250,"SAR","5"
"Al Reef Homes Hotel","Abha",250,"SAR","7.1"
"Yamama Palace Nahdah Branch","Riyadh",250,"SAR","8.5"
"Villa Hotel Apartments Al Khobar","Al Olayya, Al Khobar",250,"SAR","8.2"
"Al Higgi Hotel","Yanbu",250,"SAR","6.5"
"Dgnna Furnished Apartment","Riyadh",251,"SAR","7.1"
"Al Safa Apartment","Jeddah",252,"SAR","9.4"
"The golden caost hotel","Jeddah",252,"SAR","5"
"Patto Suites","Al Baha",255,"SAR","5"
"Tobal Al Khobar Furnished Apartments","Al Aqrabeyah, Al Khobar",256,"SAR","5"
"Sharq Hotel","Al Jubayl",256,"SAR","7.5"
"AYOONI MASA","Dammam",258,"SAR","7.1"
"Al Muhaidb Khanshalila","Riyadh",258,"SAR","7.0"
"Holiday Plus Hotel Suites","Al Olayya, Al Khobar",258,"SAR","8.2"
"Ruoof Furnished Units Apartment","Dammam",258,"SAR","7.0"
"Shamsoon Suits","Al Khobar",258,"SAR","7.1"
"Rawasi Hotel Suites","Taif",258,"SAR","5.1"
"Talah Aparthotel","Buraydah",258,"SAR","8.0"
"Traveller Inn Hotel Appartments","Al Olayya, Al Khobar",260,"SAR","5"
"Al Qasr Almomayaz Aparthotel","Abha",260,"SAR","5"
"Osool Alshakreen","Jeddah",260,"SAR","5"
"naseem al rawdah","Jeddah",260,"SAR","6.6"
"Beautat Hotel","Abha",260,"SAR","7.0"
"Al Nakhlah Furnished Units","Al Hofuf",260,"SAR","7.2"
"Residence Secret","Al Hamra, Riyadh",260,"SAR","5.4"
"Jawhra Ghurnata Apartment","Riyadh",260,"SAR","5"
"Al Salam Hotel Riyadh","Riyadh",260,"SAR","5.4"
"Lewan Alkhaleej Aparthotel","Riyadh",260,"SAR","7.1"
"Zaer Al Fakhama Hotel Apartments","Tabuk",260,"SAR","6.6"
"Yamama Palace Ubaidah","Riyadh",260,"SAR","5.9"
"Diyar Almashaer Hotel","Mecca",260,"SAR","6.5"
"Zain Tabuk Apartment","Tabuk",260,"SAR","6.9"
"Merfal Royal new","Riyadh",260,"SAR","7.2"
"Yamama Palace Granada Branch","Riyadh",260,"SAR","7.3"
"Orkid Arar Residential Units","Buraydah",260,"SAR","5"
"Almudawah Hotel","",260,"SAR","5"
"Taleen Al Naseem","Riyadh",260,"SAR","5"
"Shahd Furnished Hotel Suites","Riyadh",260,"SAR","5.9"
"Manzile Al Rowad Furnished Units","Riyadh",260,"SAR","8.5"
"Quite Night Hotel Apartments","Khamis Mushayt",260,"SAR","8.7"
"Rafeef Al Shamal","",260,"SAR","7.7"
"Taleen Al Malaz Hotel Apartments","Al Malaz, Riyadh",260,"SAR","7.3"
"Tathleeth Palace","Tathleeth",260,"SAR","7.3"
"Khuzama Abha Furnished Apartments","Abha",260,"SAR","6.9"
"Sultana Tower Hotel Suites","Buraydah",260,"SAR","7.5"
"Ahla Amassi Furnished Units","Dammam",260,"SAR","7.8"
"Marahal kharj","Al Kharj",260,"SAR","7.7"
"Rosalina Hotel","Yanbu",264,"SAR","8.0"
"Golden Tower Hotel","Al Jubail",266,"SAR","7.8"
"SEPAR Furnished Hotel","Al Hofuf",270,"SAR","7.4"
"Twilight for Furnished Apartments","Sakakah",270,"SAR","5"
"Yamama Palace Maazer Branch","Riyadh",270,"SAR","5.2"
"Dar Al Bandaqiah Furnished Units","Khamis Mushayt",270,"SAR","7.8"
"Beuotat Jazan Hotel","Ghamrah",270,"SAR","5"
"Al Qaswaa Furnished Apartements","Buraydah",270,"SAR","5"
"Jazan Heart Hotel","Jazan",270,"SAR","5"
"Natwan Furnished unites","Dammam",270,"SAR","7.9"
"Golden Tulip Dammam Corniche Hotel","Dammam",276,"SAR","7.0"
"Qasr Al Abrar Furnished Units","Buraydah",277,"SAR","9.0"
"Snood Al Azama Hotel","Mecca",278,"SAR","7.0"
"Ahla Al Ayam Hotel","Al Salamah, Jeddah",278,"SAR","7.7"
"Yahalla Hotel Units","Hera Street, Jeddah",278,"SAR","7.3"
"Hala Al Khobar furnished hotel Units for Families Only","Al Olayya, Al Khobar",278,"SAR","6.6"
"Crown Glory Hotel Suites","Al Olayya, Al Khobar",278,"SAR","8.2"
"Sonaa Al Reyadah Hotel Apartments Al Nassim","Jeddah",278,"SAR","7.1"
"Durar Beirut Hotel Apartments","Jeddah",279,"SAR","5"
"Al Mawasem Al Arbaa ApartHotel","Al Jubail",280,"SAR","5"
"Rowad Alrssafah","Unayzah",280,"SAR","7.4"
"Farha International Residential Units","Jeddah",280,"SAR","8.1"
"SAS RTL Hotel","Medina",280,"SAR","6.8"
"Samaa Al Waha Furnished Units","Tabuk",280,"SAR","7.9"
"Mozn Abha Furnished Units","",280,"SAR","5"
"Raoum Inn Khafji Southern","Khafji",280,"SAR","7.2"
"Gulf Crown For Residential Units","Dammam",280,"SAR","6.5"
"El Tawfiq Furnished Suites Malaz","Riyadh",280,"SAR","5.9"
"Marahel El Suly","Riyadh",280,"SAR","6.8"
"Rancy Jeddah Aparthotel","Jeddah",280,"SAR","7.5"
"Radmah Suites Jubail","Al Jubail",280,"SAR","6.0"
"Lazourd Palace Hotel Apartments","Taif",280,"SAR","5.9"
"Refal Yanbu furnished units","Yanbu",280,"SAR","7.4"
"Najmat Manami Azizyya","Al Aziziyah, Riyadh",281,"SAR","6.7"
"Wakan Hotel","Medina",284,"SAR","8.5"
"Bedar Aparthotel","Muhayil",286,"SAR","7.2"
"WARD Hotel Suites","Ahad Rafidah",288,"SAR","6.9"
"Jiwar Albyt Hotel","Al Aziziyah, Mecca",288,"SAR","7.0"
"Kayan Al Taif Hotel","Taif",288,"SAR","7.2"
"Aros Al Faisaliah Furnished Units","Dammam",290,"SAR","6.8"
"Al Alya Hotel","Medina",290,"SAR","5"
"Palms Lily Hotel Suites","Al Ahsa",291,"SAR","5"
"First Room Hotel Apartments","Riyadh",295,"SAR","8.0"
"Jeddah Blue Plus Hotel","Al Hamra, Jeddah",298,"SAR","5.3"
"Lavona Hotel Dammam","Dammam",298,"SAR","8.4"
"Bazil Hotel Suites","Al Olaya, Riyadh",298,"SAR","7.2"
"Yara Suites","Buraydah",298,"SAR","8.4"
"Reef Al Madina Furnished Units","Medina",298,"SAR","5"
"Zaid Hotel Suites","",298,"SAR","5"
"Le Park Concord Hotel","",298,"SAR","7.9"
"New Suite","Riyadh",298,"SAR","5.5"
"Rosa Aparthotel","Buraydah",298,"SAR","7.6"
"Ronza Land","Riyadh",298,"SAR","6.2"
"Madar Florz Hotel","Yanbu",298,"SAR","5"
"Aswar Jeddah Residential Units","Hera Street, Jeddah",298,"SAR","5"
"Ramis Furnished Units","Buraydah",298,"SAR","5"
"La Casa Hotel Apartment","Khamis Mushayt",298,"SAR","5"
"Alsamer Homes","Jeddah",300,"SAR","7.9"
"Hamasat Al Rabwah Furnished Units","Tabuk",300,"SAR","7.8"
"JEDDAH PALACE","Jeddah",300,"SAR","5.9"
"Nawazi Al Fateh Hotel","Mecca",300,"SAR","7.6"
"Quiet Rooms Apart","Riyadh",300,"SAR","6.8"
"Qasr Hilion Furnished Units","Hafa",300,"SAR","8.0"
"Seher Aloyon Funished Apartments","Buraydah",300,"SAR","7.1"
"House Laveena Hotel Apartments","Obhor",300,"SAR","7.6"
"Masat Darkom Furnished Apartments","Buraydah",300,"SAR","5"
"City Suites","Al Khobar",300,"SAR","7.8"
"Benzart Hotel Apartments","",300,"SAR","7.8"
"Ajwa Suites for Furnished Units","Jeddah",300,"SAR","5"
"Mansour Plaza Hotel Apartments","Dammam",300,"SAR","5"
"Areen Hotel","Jeddah",300,"SAR","7.9"
"Sarb Alnawres Aparthotel","Jeddah",300,"SAR","7.9"
"Leen Aparthotel","Jeddah",300,"SAR","7.0"
"Al Manzel Al Hadea Hotel Apartments","Jeddah",300,"SAR","6.3"
"Al Ottoman","Al Khobar",300,"SAR","7.0"
"Wasaif Abha ApartHotel","Abha",300,"SAR","6.2"
"Manazel Al Masa Furnished Units","Buraydah",300,"SAR","6.6"
"Jaww Altamayoz Suites","Rafha",300,"SAR","5"
"Taleen Hafsa Al Rawdah","Riyadh",300,"SAR","5"
"Manazil Al Massah Furnished Apartments","Hail",300,"SAR","5"
"Al Yamama Palace Al Salam","Al Rawabi, Riyadh",300,"SAR","5"
"Borj Al Thahabiah ApartHotel","Taif",300,"SAR","5"
"Rawaet Al Taj furnished apartments","Riyadh",300,"SAR","5"
"Mahra House","Al Majma'ah",300,"SAR","7.9"
"Qasser AlRawsha","Jeddah",300,"SAR","7.2"
"Marasicom Suites Alwaha","Riyadh",300,"SAR","7.7"
"Wahet Ghanati","Riyadh",300,"SAR","7.4"
"Dar Karem Unites","Jazan",300,"SAR","8.7"
"Sweet Homes","Riyadh",300,"SAR","8.3"
"Al Baron Palace Khobar","Al Khobar",300,"SAR","6.8"
"Viola Gardens","Riyadh",300,"SAR","5"
"Tobal Furnished Apartments","Riyadh",300,"SAR","5"
"Salam Albayt Aparthotel","Al Aziziyah, Mecca",300,"SAR","7.0"
"Tabuk Risdance","Tabuk",300,"SAR","6.5"
"Yanbu AlMakan Hotel Apartments","Yanbu",300,"SAR","6.9"
"Desert Rose","Hail",300,"SAR","7.5"
"Diyar El Sidik Hotel Apartments","Medina",300,"SAR","7.1"
"Layal Al Safa Furnished Units","Abha",300,"SAR","8.5"
"NILESAND","Hera Street, Jeddah",300,"SAR","6.2"
"Diamond Tower","Al Jubail",300,"SAR","6.8"
"Al Yamama Palace Al Hazem","Riyadh",300,"SAR","9.6"
"Manazel Hail Furnished Apartments","Hail",300,"SAR","8.0"
"ROSHAN ALdar Faqeeh Inn","Mecca",300,"SAR","8.8"
"Qimat Alrehab","Riyadh",300,"SAR","6.6"
"Razaz AlKharj furnished units","Al Kharj",300,"SAR","5"
"Marahal Suite","Al Rawabi, Riyadh",300,"SAR","7.2"
"Ann Furnished Housing Units","Al Jubail",300,"SAR","8.0"
"Reef Global Hotel","Mecca",300,"SAR","8.0"
"Nozol Al Rayyan Hotel Apartments","Riyadh",300,"SAR","8.7"
"Dar Karim","Abha",300,"SAR","8.7"
"Snood Alazizyh Hotel","Mecca",304,"SAR","8.1"
"Eastward Hotel","Dammam",304,"SAR","9.2"
"Paradise Al Narjis Hotel Suites","Riyadh",306,"SAR","9.3"
"Marina Arar Furnished Apartments","Arar",306,"SAR","6.3"
"Relax Day","Tabuk",311,"SAR","5"
"Rose Garden Hotel","Riyadh",312,"SAR","7.0"
"N Maz Aparthotel","Riyadh",313,"SAR","5"
"Shally Residence","Al Olayya, Al Khobar",314,"SAR","5"
"Sofi Hotel","Dammam",318,"SAR","8.5"
"Medhal Hotel Apartments","Al Salamah, Jeddah",320,"SAR","5"
"Rose Al Andalus Furnished Units","Jeddah",320,"SAR","5"
"Abha Crown Hotel","Abha",320,"SAR","7.9"
"Reef Al Malaz Hotel International","Al Malaz, Riyadh",320,"SAR","8.8"
"Hayat Alasayal Hotel","Al Rawda, Jeddah",320,"SAR","7.2"
"Raoum Inn Arar","Arar",320,"SAR","7.3"
"Harmony House Hotel Apartments","Riyadh",320,"SAR","6.8"
"Lily Hotel Suite Hofuf","Al Hofuf",320,"SAR","8.0"
"Lake Inn","Al Khobar",320,"SAR","7.9"
"Maskan Al Yarmuk Furnished Apartments","Riyadh",320,"SAR","7.7"
"Al Yamamah Palace Suites Yanbu","Yanbu",320,"SAR","7.1"
"Banan Apartment","Hafr Al-Batin",320,"SAR","6.7"
"Staytion Orjwan Lebanon","Al Salamah, Jeddah",320,"SAR","8.4"
"Aroos Al Shati Furnished Units","Umm Lajj",320,"SAR","7.9"
"Sharurah Plaza Hotel","Sharurah",320,"SAR","8.5"
"Janatna Furnished Apartments","Riyadh",320,"SAR","8.4"
"Cloud and Stars Hotel","Najran",320,"SAR","8.8"
"Raoum Inn Hail","Hail",320,"SAR","6.4"
"The New Address Hotel","Al Majma'ah",323,"SAR","6.9"
"Al Thanaa Alraqi Furnished Apartments","Palestine  Street, Jeddah",324,"SAR","5"
"Al Reef Homes Hotel Apartments Alnuzhah","Abha",324,"SAR","5"
"Wardah Al Dabab Furnished Units","Riyadh",324,"SAR","5"
"Ayoon Almmlaka Hotel Suites","Al Hamra, Jeddah",324,"SAR","6.9"
"Suheel Jeddah Furnished Units","Al Hamra, Jeddah",325,"SAR","6.4"
"Burj Alhayat Hotel Suites Olaya","Al Olaya, Riyadh",330,"SAR","7.0"
"Manazel Al Sofara","Yanbu",330,"SAR","8.7"
"Hams Alsihab Aparthotel","Jeddah",332,"SAR","7.9"
"Esnad Hotel Apartments","Jeddah",334,"SAR","6.1"
"Khreis Suites Hotel","Riyadh",334,"SAR","5.7"
"Al Muhaidb Residence Al Dowally","Hafr Al-Batin",338,"SAR","5"
"Wharf Suites","Riyadh",338,"SAR","5"
"Al Muhaidb Residence Al Maidan","Hafr Al-Batin",338,"SAR","6.9"
"Ruoof Furnished Units Apartment","Riyadh",338,"SAR","8.5"
"Baisan Suites Al Jubail","Al Jubail",340,"SAR","7.6"
"Taleen AlAqiq hotel apartments","Riyadh",340,"SAR","5.7"
"Rose Palace for Families Only","Abha",340,"SAR","7.1"
"Al Louloah Al Baraqah Furnished Apartments","Jeddah",340,"SAR","7.9"
"Rahat Taraf","Riyadh",340,"SAR","5"
"Odst Hotel Suites","Sari Street, Jeddah",340,"SAR","5"
"Raoum Inn Hafr Al Baten","Hafr Al-Batin",340,"SAR","5"
"Raoum Inn Majmaa","Al Majma'ah",340,"SAR","7.8"
"Door Residential Units","Riyadh",340,"SAR","6.2"
"Aris Furnished Apartments","Buraydah",340,"SAR","5"
"Violet Al Shisha Hotel","Mecca",340,"SAR","5"
"Kosoor Al Nasrya Aparthotel","Najran",340,"SAR","5"
"Almuhaidb Alnarges","Riyadh",340,"SAR","5"
"Al Bouvardia Hotel Units","Abha",340,"SAR","8.0"
"Royal Suite Furnished Apartments","Riyadh",340,"SAR","5"
"Fantazia Beach","Yanbu",340,"SAR","6.6"
"Zahrt Nadeen","Tabuk",340,"SAR","7.2"
"Al Joory Suites Hotel","Khafji",340,"SAR","8.3"
"Bait Al Amani Suites","Al Worood, Riyadh",340,"SAR","7.7"
"Raoum Inn Shaqra","Shaqra",340,"SAR","5"
"Mirage Hotel","Jazan",341,"SAR","5"
"Arcadia Hotel Suites","Riyadh",342,"SAR","5"
"Safwat Al Amal Hotel","Al Hada",342,"SAR","6.3"
"Retaj Al Rayyan Makkah","Mecca",342,"SAR","5"
"Wakan Luxury Villas and Suites","Jeddah",342,"SAR","5"
"Raslan Aparthotel","Arar",343,"SAR","5"
"Onizah Hotel","Unayzah",345,"SAR","8.3"
"Juina Castle","Al Rawdah, Riyadh",346,"SAR","6.7"
"Mila Hotel","Jeddah",348,"SAR","6.4"
"Gold Palace for Hotel Apartments","Al Salamah, Jeddah",348,"SAR","8.0"
"Mabet Al Tahlia Hotel Apartments","Al Tahlia Street, Jeddah",350,"SAR","6.5"
"Ewan Dar Alhejra Hotel","Medina",350,"SAR","7.9"
"Blue Sands Palace","Al Olayya, Al Khobar",350,"SAR","7.1"
"Maskan Al Jawad","Medina",350,"SAR","7.7"
"High End Gardens Al Khobar","Al Aqrabeyah, Al Khobar",351,"SAR","8.3"
"Boudl Bondoqia","Hail",352,"SAR","8.5"
"Dabab Hotel By Warwick","Al Sulimania, Riyadh",353,"SAR","6.9"
"Al Furat Madayin Hotel","Al Olaya, Riyadh",354,"SAR","5"
"Maset Al Masem Al Khobar","Al Olayya, Al Khobar",354,"SAR","5"
"Landmark Suites Jeddah","Al Andalus, Jeddah",355,"SAR","7.4"
"Al Nimran Hotel","Al Khobar",356,"SAR","5.8"
"SDM Gulf Furnished Apartments","Jeddah",358,"SAR","9.0"
"Esnad Furnished Units","Jeddah",358,"SAR","7.3"
"Basmah Shaqraa for suits hotel","Jeddah",358,"SAR","8.9"
"Jeddah Wakan Villas and Suites","Jeddah",359,"SAR","5"
"Wakan Kinan","Al Salamah, Jeddah",360,"SAR","5"
"Manazil Al Dhayf","Jeddah",360,"SAR","8.6"
"Sara Alkhobar Furnished Apartments","Al Aqrabeyah, Al Khobar",360,"SAR","7.8"
"Janayen Alwed","Taif",360,"SAR","6.8"
"Business Tower","",360,"SAR","10"
"Dist Inn Aparthotel","Hail",360,"SAR","7.5"
"Farah Aparthotel","Jeddah",360,"SAR","6.7"
"Durrat Manzli ApartHotel","Al Khobar",360,"SAR","6.4"
"Durrat Alamaken Furnished Apartments","Riyadh",360,"SAR","7.9"
"Rifaf Abha ApartHotel","Abha",360,"SAR","7.0"
"Sun Park Hotel Suites","Al Salamah, Jeddah",360,"SAR","5"
"Madinah Marriott Hotel","Central Madinah, Medina",360,"SAR","5"
"Doolve Hotel","Hafr Al-Batin",360,"SAR","6.6"
"konal Hotel Suites","Al Hamra, Jeddah",360,"SAR","6.4"
